¿Qué es el bosón de Higgs?	Una partícula que tiene que ver con cómo se crea la materia	Una partícula bosonuda	La primera partícula de antimateria descubierta	El bosón de Higgs es un tipo de partícula elemental que tiene un papel fundamental en el mecanismo por el que se origina la masa. Se detectó gracias a dos experimentos en el CERN, uno de ellos liderado por Fabiola Gianotti. Ella misma anunció el descubrimiento en 2012. 	El bosón de Higgs es un tipo de partícula elemental que tiene un papel fundamental en el mecanismo por el que se origina la masa. Se detectó gracias a dos experimentos en el CERN, uno de ellos liderado por Fabiola Gianotti. Ella misma anunció el descubrimiento en 2012. 	El bosón de Higgs es un tipo de partícula elemental que tiene un papel fundamental en el mecanismo por el que se origina la masa. Se detectó gracias a dos experimentos en el CERN, uno de ellos liderado por Fabiola Gianotti. Ella misma anunció el descubrimiento en 2012. 	https://pbs.twimg.com/profile_images/821769892894539778/cWanEnDN.jpg	
¿Para qué se puede utilizar un haz de positronio?	Para desvelar la estructura de átomos y moléculas	Para conquistar el universo	Para mantenerse siempre positivo	Gaetana Laricchia y su grupo es pionera en física de positrones. Han desarrollado el único haz en el mundo de positronio con el que están estudiando propiedades atómicas. 	Gaetana Laricchia y su grupo es pionera en física de positrones. Han desarrollado el único haz en el mundo de positronio con el que están estudiando propiedades atómicas. 	Gaetana Laricchia y su grupo es pionera en física de positrones. Han desarrollado el único haz en el mundo de positronio con el que están estudiando propiedades atómicas. 	https://cdn.shopify.com/s/files/1/1708/0909/products/positron1.jpg	
¿Es posible "frenar" la luz?	Sí	No	Solo si eres Dazzler	Sí es posible y un caso extremo lo consiguió la física danesa Lene Hau. Lo hizo utilizando un "condensado Bose-Einstein", un extraño estado de la materia. 	Sí es posible y un caso extremo lo consiguió la física danesa Lene Hau. Lo hizo utilizando un "condensado Bose-Einstein", un extraño estado de la materia. 	Sí es posible y un caso extremo lo consiguió la física danesa Lene Hau. Lo hizo utilizando un "condensado Bose-Einstein", un extraño estado de la materia. 	Professor_Lene_Hau_in_her_laboratory_at_Harvard.jpg	
¿Cuál de estos es un tipo de quark?	Top	Crack	Bajito	Los quarks son partículas fundamentales y hay seis tipos distintos. Uno de ellos es el "top". Su descubrimiento fue posible en parte gracias al equipo de la física Melissa Franklin.	Los quarks son partículas fundamentales y hay seis tipos distintos. Uno de ellos es el "top". Su descubrimiento fue posible en parte gracias al equipo de la física Melissa Franklin.	Los quarks son partículas fundamentales y hay seis tipos distintos. Uno de ellos es el "top". Su descubrimiento fue posible en parte gracias al equipo de la física Melissa Franklin.	http://www2.lbl.gov/Science-Articles/Archive/assets/images/2004/Jun-10/top_quark.jpg	
El sol es una estrella de clase... ☀	G, una enana amarilla	B, una supergigante verde	O, una gigante azul	Annie Jump Cannon fue la astrónoma que ideó la clasificación de estrellas con las letras O-B-A-F-G-K-M, relacionada con la temperatura de las estrellas. Fue una de "las computadoras de Harvard".	Annie Jump Cannon fue la astrónoma que ideó la clasificación de estrellas con las letras O-B-A-F-G-K-M, relacionada con la temperatura de las estrellas. Fue una de "las computadoras de Harvard".	Annie Jump Cannon fue la astrónoma que ideó la clasificación de estrellas con las letras O-B-A-F-G-K-M, relacionada con la temperatura de las estrellas. Fue una de "las computadoras de Harvard".	sun.jpg	
¿De qué están compuestas las estrellas mayoritariamente? ⭐	Hidrógeno y helio	Carbono y oxígeno	Hidrógeno y carbono	Cecilia Payne lo descubrió mientras hacía su tesis, considerada la mejor de astrofísica en su momento.	Cecilia Payne lo descubrió mientras hacía su tesis, considerada la mejor de astrofísica en su momento.	Cecilia Payne lo descubrió mientras hacía su tesis, considerada la mejor de astrofísica en su momento.	sun.jpg	
Las estrellas más alejadas del centro de nuestra galaxia... ⭐	Giran más rápido de lo esperado	Giran más lento de lo esperado	No giran	Lo descubrió la astrónoma Vera Rubin y constituyó una de las primeras evidencias de la existencia de materia oscura. 	Lo descubrió la astrónoma Vera Rubin y constituyó una de las primeras evidencias de la existencia de materia oscura. 	Lo descubrió la astrónoma Vera Rubin y constituyó una de las primeras evidencias de la existencia de materia oscura. 	https://static01.nyt.com/images/2016/12/28/us/28rubin-obit-1/28rubin-obit-1-blog427.jpg	
La primera estrella enana marrón descubierta tiene una masa de...	55 veces la masa de Júpiter	5 veces la masa de Júpiter	555 veces la masa de Júpiter	Teide 1 se descubrió desde el Instituto Astrofísico de Canarias por Maria Rosa Zapatero, Rafael Rebolo y Eduardo Martín. Está en el cúmulo de las Pléyades. 	Más: 55 veces la masa de Júpiter. Teide 1 se descubrió desde el Instituto Astrofísico de Canarias por Maria Rosa Zapatero, Rafael Rebolo y Eduardo Martín. Está en el cúmulo de las Pléyades. 	Mucho menos: 55 veces la masa de Júpiter. Teide 1 se descubrió desde el Instituto Astrofísico de Canarias por Maria Rosa Zapatero, Rafael Rebolo y Eduardo Martín. Está en el cúmulo de las Pléyades. 	enana.jpg	
¿Cuántas lunas tiene Saturno? 🌗	Al menos 62	Solo una	666	Carolyn Porco es la investigadora responsable del equipo de imágenes de la misión Cassini. Cassini estudió a Saturno, sus anillos y lunas (descubrió 7 nuevas).	Carolyn Porco es la investigadora responsable del equipo de imágenes de la misión Cassini. Cassini estudió a Saturno, sus anillos y lunas (descubrió 7 nuevas).	Carolyn Porco es la investigadora responsable del equipo de imágenes de la misión Cassini. Cassini estudió a Saturno, sus anillos y lunas (descubrió 7 nuevas).	saturn.jpg	
¿En cuál de estas lunas hemos visto lagos de hidrocarburos?  🌙	Titán, luna de Saturno	Deimos, luna de Marte	Ío, luna de Júpiter	Los lagos fueron descubiertos en los polos por la misión Cassini. La investigadora responsable del equipo de imágenes es Carolyn Porco.	No, fue en Titán. Los lagos fueron descubiertos en los polos por la misión Cassini. La investigadora responsable del equipo de imágenes es Carolyn Porco.	No, fue en Titán. Los lagos fueron descubiertos en los polos por la misión Cassini. La investigadora responsable del equipo de imágenes es Carolyn Porco.	titan.jpg	
¿Cuántas estrellas con varios planetas se han descubierto directamente hasta ahora? 🌟	Más de 500	Más de 5000	Entre 50 y 100	En 1999 se descubrió la primera estrella con varios planetas. Entre las descubridoras estaba Debra Fischer, una de las mayores expertas en planetas extrasolares. 	En 1999 se descubrió la primera estrella con varios planetas. Entre las descubridoras estaba Debra Fischer, una de las mayores expertas en planetas extrasolares. 	En 1999 se descubrió la primera estrella con varios planetas. Entre las descubridoras estaba Debra Fischer, una de las mayores expertas en planetas extrasolares. 	http://planetary.s3.amazonaws.com/assets/images/exoplanets/20170222_trappist-habitable-zone-3d.jpg	
¿Dónde está el telescopio Hubble? 🔭	En el espacio	En Canarias	En Arecibo	El telescopio espacial fue posible gracias a la "madre del Hubble", Nancy Roman.	El telescopio espacial fue posible gracias a la "madre del Hubble", Nancy Roman.	El telescopio espacial fue posible gracias a la "madre del Hubble", Nancy Roman.	http://www.stecf.org/conferences/HST3/presentations/mon_s_1/Hubble%20History/Nancy%20Roman.jpeg	
¿Quién fue la primera mujer en el espacio? 👩🏼‍🚀	Valentina Tereshkova	Sally Ride	Valentina Kerbal	¡Valentina Tereshkova hizo historia con solo 23 años! Orbitó la Tierra durante 3 días.	¡Valentina Tereshkova hizo historia con solo 23 años! Orbitó la Tierra durante 3 días.	¡Valentina Tereshkova hizo historia con solo 23 años! Orbitó la Tierra durante 3 días.	valentina.jpg	
¿Cuántas mujeres astronautas ha habido? 👩🏿‍🚀	Más de 60	Entre 20 y 60	Menos de 20	¡Y cada vez el número crece más rápido! En 2013 de los 6 nuevos astronautas elegidos por la NASA, 3 eran mujeres.	¡Y cada vez el número crece más rápido! En 2013 de los 6 nuevos astronautas elegidos por la NASA, 3 eran mujeres.	¡Y cada vez el número crece más rápido! En 2013 de los 6 nuevos astronautas elegidos por la NASA, 3 eran mujeres.	astronautas.jpg	
¿Qué es un púlsar?	El núcleo muy denso que queda después de que ciertas estrellas colapsen	Una estrella muy grande hecha de antimateria	Dos agujeros negros conectados	Algunas estrellas muy grandes acaban su vida en una explosión. El resto de esta explosión puedes ser un púlsar, un objeto superconcentrado que emite pulsos de luz. Los descubrió la astrónoma Jocelyn Bell. 	Algunas estrellas muy grandes acaban su vida en una explosión. El resto de esta explosión puedes ser un púlsar, un objeto superconcentrado que emite pulsos de luz. Los descubrió la astrónoma Jocelyn Bell. 	Algunas estrellas muy grandes acaban su vida en una explosión. El resto de esta explosión puedes ser un púlsar, un objeto superconcentrado que emite pulsos de luz. Los descubrió la astrónoma Jocelyn Bell. 	pulsar.jpg	
¿Quién descubrió la nebulosa Cabeza de Caballo?	Mina Fleming	Cecilia Payne	Maria Mitchell	Mina fue una de las primeras "Computadoras de Harvard" y descubrió muchas estrellas variables y nebulosas. 	Mina fue una de las primeras "Computadoras de Harvard" y descubrió muchas estrellas variables y nebulosas. 	Mina fue una de las primeras "Computadoras de Harvard" y descubrió muchas estrellas variables y nebulosas. 	https://pbs.twimg.com/profile_images/770295600298364928/D5NnAcDL.jpg	
¿Quién fue la primera mujer que descubrió un cometa? ☄	Maria Kirch	Caroline Herschel	Maria Mitchell	Durante años se pensó que había sido Caroline Herschel, porque el cometa de Kirch se atribuyó a su marido.	Durante años se pensó que había sido Caroline Herschel, porque el cometa de Kirch se atribuyó a su marido.	Durante años se pensó que había sido Caroline Herschel, porque el cometa de Kirch se atribuyó a su marido.	https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Comet_Hale-Bopp_1995O1.jpg/1200px-Comet_Hale-Bopp_1995O1.jpg	
¿Quién de estas mujeres trabajó como computadora?	Maria Mitchell	Vera Rubin	Sally Ride	Maria Mitchell fue la primera astrónoma estadounidense que pudo dedicarse profesionalmente a ello. Trabajó durante años haciendo cálculos relacionados con las efemérides astronómicas y finalmente de profesora. 	Vera también fue una astrónoma, pero la que además trabajó como "computadora" fue Maria Mitchell, quien fue la primera astrónoma estadounidense que pudo dedicarse profesionalmente a ello. Trabajó durante años haciendo cálculos relacionados con las efemérides astronómicas y finalmente de profesora. 	Sally Ride fue la primera astronauta estadounidense. Maria Mitchell fue la primera astrónoma estadounidense que pudo dedicarse profesionalmente a ello. Trabajó durante años haciendo cálculos relacionados con las efemérides astronómicas y finalmente de profesora. 	http://fall10astronomy.providence.wikispaces.net/file/view/mitchell.jpg/185114603/mitchell.jpg	
¿Quién fue la primera estadounidense en el espacio? 👩🏼‍🚀	Sally Ride	Vera Rubin	Maria Mitchell	Sally Ride fue la primera estadounidense en el espacio. 	Sally Ride fue la primera estadounidense en el espacio. 	Sally Ride fue la primera estadounidense en el espacio. 	sally.jpg	
¿Quién fue la primera astronauta hispana? 👨🏾‍🚀	Ellen Ochoa	Gabriela González	Alicia Sintes	Ellen Ochoa es física y nieta de abuelos mexicanos. En 1993 salió al espacio por primera vez. Actualmente es directora de uno de los centros más importantes de la NASA.	Gabriela González es investigadora en ondas gravitacionales. Ellen Ochoa es física y nieta de abuelos mexicanos. En 1993 salió al espacio por primera vez. Actualmente es directora de uno de los centros más importantes de la NASA.	Alicia Sintes es investigadora en ondas gravitacionales. Ellen Ochoa es física y nieta de abuelos mexicanos. En 1993 salió al espacio por 1ª vez. Ahora es directora de uno de los centros más importantes de la NASA.	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Ellen_Ochoa.jpg/1200px-Ellen_Ochoa.jpg	
La primera evidencia de actividad volcánica fuera de nuestro planeta se descubrió en... 🌋	Ío, luna de Júpiter	Encélado, luna de Júpiter	Deimos, luna de Marte	El descubrimiento lo hizo en 1979 Linda Morabito, astrónoma trabajando en la misión Voyager. 	El descubrimiento lo hizo en 1979 Linda Morabito, astrónoma trabajando en la misión Voyager. 	El descubrimiento lo hizo en 1979 Linda Morabito, astrónoma trabajando en la misión Voyager. 	https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/PIA01081-Color_Mosaic_and_Active_Volcanic_Plumes_on_Io.jpg/1200px-PIA01081-Color_Mosaic_and_Active_Volcanic_Plumes_on_Io.jpg	
¿Cuál de este tipo de estrellas sirven para medir distancias en el universo?	Las Cefeidas	Las enanas marrones	Las gigantes rojas	Henrietta Leavitt descubrió que la frecuencia con que cambian de brillo depende de su luminosidad, lo que permitió por primera vez medir distancias entre galaxias.	Henrietta Leavitt descubrió que la frecuencia con que cambian de brillo depende de su luminosidad, lo que permitió por primera vez medir distancias entre galaxias.	Henrietta Leavitt descubrió que la frecuencia con que cambian de brillo depende de su luminosidad, lo que permitió por primera vez medir distancias entre galaxias.	http://2.bp.blogspot.com/-hzq3JERK-kQ/UC_JLab24zI/AAAAAAAAEA4/fMFSHxqDQrY/s1600/Henrietta+Leavitt.jpg	
¿Cambian las galaxias de forma con el tiempo?	¡Claro!	Solo unas pocas	No, las galaxias, galaxias son estáticas	Beatrice Tinsley revolucionó el campo de la astronomía galáctica, estudiando como su forma y brillo cambia con el tiempo. 	Beatrice Tinsley revolucionó el campo de la astronomía galáctica, estudiando como su forma y brillo cambia con el tiempo. 	Beatrice Tinsley revolucionó el campo de la astronomía galáctica, estudiando como su forma y brillo cambia con el tiempo. 	https://space-facts.com/wp-content/uploads/andromeda-galaxy.jpg	
¿Cómo se pueden ver planetas en formación en estrellas parecidas al Sol?	Con telescopios infrarrojos	Con telescopios de Rayos X	Con muy buena vista y mucha suerte	Los planetas se forman a partir de anillos de "escombros" que hay alrededor de las estrellas. La primera en tomar una imagen de "protoplanetas" alrededor de una estrella parecida al sol fue Jane Greaves.	Los planetas se forman a partir de anillos de "escombros" que hay alrededor de las estrellas. La primera en tomar una imagen de "protoplanetas" alrededor de una estrella parecida al sol fue Jane Greaves.	Los planetas se forman a partir de anillos de "escombros" que hay alrededor de las estrellas. La primera en tomar una imagen de "protoplanetas" alrededor de una estrella parecida al sol fue Jane Greaves.	https://astrobites.org/wp-content/uploads/2015/05/141105_ALMA_HL_01.jpg	
Para detectar ondas gravitacionales se han utilizado...	Interferómetros láser	Telescopios infrarrojos	Trampas de materia oscura	 Sheila Rowan lidera uno de los equipos que ha contribuido a mejorar la increíble precisión necesaria en estos detectores. 	 Sheila Rowan lidera uno de los equipos que ha contribuido a mejorar la increíble precisión necesaria en estos detectores. 	 Sheila Rowan lidera uno de los equipos que ha contribuido a mejorar la increíble precisión necesaria en estos detectores. 	http://www.space.com/images/i/000/038/426/original/HiResLivingston_6.jpg	
								
								
								
Química								
	No más nombres!!							
¿Cuál de estos materiales se usa en chalecos antibalas?	Kevlar	Klystron	Tardiscon	El kevlar fue descubierto en 1871 por Stephanie Kwolek. Tiene numerosas aplicaciones, entre ellas las que lo hicieron uno de los materiales más usados para chalecos antibalas. 	El kevlar fue descubierto en 1871 por Stephanie Kwolek. Tiene numerosas aplicaciones, entre ellas las que lo hicieron uno de los materiales más usados para chalecos antibalas. 	El kevlar fue descubierto en 1871 por Stephanie Kwolek. Tiene numerosas aplicaciones, entre ellas las que lo hicieron uno de los materiales más usados para chalecos antibalas. 	batman.jpg	
El agujero de ozono fue causado principalmente por...	Clorofluorocarbonos 	Dióxido de carbono	Hidrocarburos aromáticos	En 1986 Susan Solomon publicó la demostración más contundente de que los CFC eran los responsables del agujero de ozono. En 1995 se concedió el Nobel por este tema. A ella se le mencionó en la descripción del premio. 	En 1986 Susan Solomon publicó la demostración más contundente de que los CFC eran los responsables del agujero de ozono. En 1995 se concedió el Nobel por este tema. A ella se le mencionó en la descripción del premio. 	En 1986 Susan Solomon publicó la demostración más contundente de que los CFC eran los responsables del agujero de ozono. En 1995 se concedió el Nobel por este tema. A ella se le mencionó en la descripción del premio. 	https://www.chemheritage.org/sites/default/files/styles/rte_full_width/public/bio-solomonantarctica.jpg	
¿Quién descubrió el Francio? ☢	Marguerite Perey	Hipatia de Alejandria	Napoleón Bonaparte	Marguerite Catherine Perey descubrió el Francio en 1939. Después de este descubrimiento pudo conseguir una beca que le permitió ir a estudiar a la universidad. 	Marguerite Catherine Perey descubrió el Francio en 1939. Después de este descubrimiento pudo conseguir una beca que le permitió ir a estudiar a la universidad. 	Marguerite Catherine Perey descubrió el Francio en 1939. Después de este descubrimiento pudo conseguir una beca que le permitió ir a estudiar a la universidad. 	http://periodictable.com/Samples/087.4/s13.JPG	
¿Quién es considerada "la madre de la química moderna"?	Marie-Anne Lavoisier	Marie Curie	Cecilia Payne	Marie-Anne Lavoisier fue química y publicó las Memorias de Química de Lavoisier que sentaron las bases de la química moderna.	Marie-Anne Lavoisier fue química y publicó las Memorias de Química de Lavoisier que sentaron las bases de la química moderna.	Marie-Anne Lavoisier fue química y publicó las Memorias de Química de Lavoisier que sentaron las bases de la química moderna.	https://upload.wikimedia.org/wikipedia/commons/4/4e/David_-_Portrait_of_Monsieur_Lavoisier_and_His_Wife.jpg	
¿Quién descubrió la estructura de la penicilina, la vitamina B12 y la insulina humana? 💉	Dorothy Crowfoot Hodgkin	Alexander Fleming	Valentina Kerbal	Dorothy Crowfoot Hodgkin se llevó el Nobel de Química en 1964 por sus trabajos en técnicas de rayos X que le permitieron descubrir la estructura de varias moléculas. 	Dorothy Crowfoot Hodgkin se llevó el Nobel de Química en 1964 por sus trabajos en técnicas de rayos X que le permitieron descubrir la estructura de varias moléculas. 	Dorothy Crowfoot Hodgkin se llevó el Nobel de Química en 1964 por sus trabajos en técnicas de rayos X que le permitieron descubrir la estructura de varias moléculas. 	http://deskarati.com/wp-content/uploads/2011/04/dorothy_crowfoot_hodgkin.jpg	
¿Quién consiguió crear por primera vez elementos radiactivos? ☢	Irène Joliot-Curie	Marie Curie	Lise Meitner	Irène Joliot-Curie y su marido Frédéric fueron los primeros en convertir un elemento en otro a través de la radiactividad. Por ello recibieron el Nobel en 1935.	Irène Joliot-Curie y su marido Frédéric fueron los primeros en convertir un elemento en otro a través de la radiactividad. Por ello recibieron el Nobel en 1935.	Irène Joliot-Curie y su marido Frédéric fueron los primeros en convertir un elemento en otro a través de la radiactividad. Por ello recibieron el Nobel en 1935.	https://upload.wikimedia.org/wikipedia/commons/a/aa/Irene_and_Marie_Curie_1925.jpg	
¿Qué permite el Baño María?	Calentar algo de forma indirecta	Limpiar los pecados	Hervir un líquido rápidamente	El Baño María consiste en meter un recipiente dentro de otro más grande con un líquido. Calienta por igual y de forma controlada el contenido del recipiente pequeño. Se llama así por María de Alejandría (s. III), la primera persona alquimista de occidente.	El Baño María consiste en meter un recipiente dentro de otro más grande con un líquido. Calienta por igual y de forma controlada el contenido del recipiente pequeño. Se llama así por María de Alejandría (s. III), la primera persona alquimista de occidente.	El Baño María consiste en meter un recipiente dentro de otro más grande con un líquido. Calienta por igual y de forma controlada el contenido del recipiente pequeño. Se llama así por María de Alejandría (s. III), la primera persona alquimista de occidente.	maria-judia2.jpg	
¿Qué son los diagramas de Richardson?	La representación en 3D de proteínas	La representación virtual de bacterias	La representación en 2D de proteínas	Jane Shelby Richardson utilizó sus conocimientos en varias disciplinas para crear una representación tridimensional de las proteínas que nos permite entender mejor su función.	Jane Shelby Richardson utilizó sus conocimientos en varias disciplinas para crear una representación tridimensional de las proteínas que nos permite entender mejor su función.	Jane Shelby Richardson utilizó sus conocimientos en varias disciplinas para crear una representación tridimensional de las proteínas que nos permite entender mejor su función.	https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Tubby-1c8z-pymol.png/800px-Tubby-1c8z-pymol.png	
¿Qué es la azatioprina?	Un fármaco inmunosupresor	Un fármaco contra el VIH	Un fármaco contra la gripe	La azatioprina fue el primer fármaco inmunosupresor que se desarrolló e inicialmente se usaba antes de transplantes. Gertrude Elion se llevó el Nobel por este trabajo y el desarrollo de otros muchos fármacos. 	La azatioprina fue el primer fármaco inmunosupresor que se desarrolló e inicialmente se usaba antes de transplantes. Gertrude Elion se llevó el Nobel por este trabajo y el desarrollo de otros muchos fármacos.	La azatioprina fue el primer fármaco inmunosupresor que se desarrolló e inicialmente se usaba antes de transplantes. Gertrude Elion se llevó el Nobel por este trabajo y el desarrollo de otros muchos fármacos.	https://www.thefamouspeople.com/profiles/images/gertrude-b-elion-3.jpg	
¿En qué se basó el primer tratamiento efectivo contra la malaria? 💊	En compuestos sintetizados a partir de la artemisina	En compuestos sintetizados a partir de la quinina	En compuestos sintetizados a partir de la corteza del sauce	YouYou Tu, premio nobel de medicina, fue la descubridora del primer tratamiento efectivo contra la malaria.	YouYou Tu, premio nobel de medicina, fue la descubridora del primer tratamiento efectivo contra la malaria.	YouYou Tu, premio nobel de medicina, fue la descubridora del primer tratamiento efectivo contra la malaria.	https://www.nobelprize.org/nobel_prizes/medicine/laureates/2015/tu_postcard.jpg	
¿Cuándo se fabricó el primer antibiótico (por síntesis química)?	1949	1989	1890	Mildred Catherine Rebstock fue la primera en desarrollar por síntesis química un antibiótico (cloranfenicol), lo que permitió su producción masiva. Actualmente se usa sobre todo contra la cólera y la meningitis.	Mildred Catherine Rebstock fue la primera en desarrollar por síntesis química un antibiótico (cloranfenicol), lo que permitió su producción masiva. Actualmente se usa sobre todo contra la cólera y la meningitis.	Mildred Catherine Rebstock fue la primera en desarrollar por síntesis química un antibiótico (cloranfenicol), lo que permitió su producción masiva. Actualmente se usa sobre todo contra la cólera y la meningitis.	https://thumbs.ebaystatic.com/d/l225/m/mlKJGOD2t3wgHbfnrjQ5mXQ.jpg	
¿Qué efecto tienen las drogas basadas en alcaloides de la vinca?	Inhiben la división de las células tumorales	Inhiben la caída del cabello	Alivian el dolor de las hemorroides	Los alcaloides de la vinca son usados en el tratamiento del cáncer. Originalmente se extraían de la planta vinca de Madagascar y una de las pioneras en su estudio fue la química india Asima Chatterjee.	Los alcaloides de la vinca son usados en el tratamiento del cáncer. Originalmente se extraían de la planta vinca de Madagascar y una de las pioneras en su estudio fue la química india Asima Chatterjee.	Los alcaloides de la vinca son usados en el tratamiento del cáncer. Originalmente se extraían de la planta vinca de Madagascar y una de las pioneras en su estudio fue la química india Asima Chatterjee.	https://pbs.twimg.com/media/DKY4ZXDWkAA-B4l.jpg	
La estructura de los ribosomas se pudo descubrir con...	Cristalografía de rayos X	Un microscopio basado en antimateria	Un ribosometro	Ada Yonath pasó décadas estudiando la estructura de los ribosomas por lo que le concedieron un Nobel. Entre otras muchas aplicaciones está el desarrollo de nuevos antibióticos. 	Ada Yonath pasó décadas estudiando la estructura de los ribosomas por lo que le concedieron un Nobel. Entre otras muchas aplicaciones está el desarrollo de nuevos antibióticos. 	Ada Yonath pasó décadas estudiando la estructura de los ribosomas por lo que le concedieron un Nobel. Entre otras muchas aplicaciones está el desarrollo de nuevos antibióticos. 	yonath_red.jpg	
El citrato puede estar relacionado con...	Problemas en los huesos	Las agujetas	Las migrañas	La química Melinda Duer estudia la estructura interna de los huesos y el papel del citrato (un subproducto del metabolismo celular) en su ruptura. 	La química Melinda Duer estudia la estructura interna de los huesos y el papel del citrato (un subproducto del metabolismo celular) en su ruptura. 	La química Melinda Duer estudia la estructura interna de los huesos y el papel del citrato (un subproducto del metabolismo celular) en su ruptura. 	bones.jpg	
